county,lat,lng,state
Clark County,44.8684319,-97.7431382,South Dakota
Stark County,46.7870161,-102.7338349,North Dakota
Coffee County,31.3629619,-85.9870669,Alabama
Pontotoc County,34.707331,-96.6814853,Oklahoma
Chehalis County,46.6599653,-122.9634322,Washington
Philadelphia County,40.0114538,-75.1326504,Pennsylvania
Cerro Gordo County,43.0742443,-93.2548746,Iowa
Cumberland County,37.5004191,-78.2469202,Virginia
York County,40.871617,-97.6001401,Nebraska
Taylor County,39.3280857,-80.0403265,West Virginia
Botetourt County,37.5520825,-79.8029569,Virginia
Pike County,41.340546,-75.008326,Pennsylvania
District of Columbia (old),38.89366125,-76.987883253882,District Of Columbia
Humboldt County,41.429394,-118.2024818,Nevada
Yell County,34.9906072,-93.4283105,Arkansas
Bibb County,32.971079,-87.1227088,Alabama
Telfair County,31.9182328,-82.9339377,Georgia
Baltimore city,39.2559916,-76.634341,Maryland
Brewster County,29.8462742,-103.2400734,Texas
Tucker County,39.1256758,-79.5607117,Virginia
Knox County,35.9859998,-83.9375598,Tennessee
Prince George's County,38.803929,-76.8518695,Maryland
Cimarron County,36.7475509,-102.5402407,Oklahoma
Wise County,37.0170633,-82.6103804,Virginia
Franklin County,42.7285907,-93.2513168,Iowa
Teton County,43.7647107,-111.2081469,Idaho
Hartford County,41.7923478,-72.722324,Connecticut
Latimer County,34.8759191,-95.2482652,Oklahoma
Van Buren County,42.2710763,-86.013973,Michigan
Wheeler County,44.6768382,-120.0484375,Oregon
Montrose County,38.4375391,-108.2403855,Colorado
Newton County,40.939576,-87.3966953,Indiana
Nemaha County,39.7880532,-96.0157844,Kansas
McMinn County,35.444223,-84.624875,Tennessee
Moody County,43.998215,-96.6671385,Dakota
Crawford County,39.0131644,-87.7291001,Illinois
Strafford County,43.3312505,-71.0399927,New Hampshire
Medina County,41.1000764,-81.9382517,Ohio
Duval County,30.3540073,-81.6632109,Florida
St Johns County,29.9032284,-81.4145468,Florida
Lamoille County,44.6090486,-72.6714363,Vermont
Goochland County,37.7204342,-77.8837984,Virginia
Limestone County,31.5261854,-96.580617,Texas
Franklin County,33.155212,-95.2255189,Texas
Oklahoma County,35.5533328,-97.4367741,Oklahoma
Green Lake County,43.7971612,-89.0402508,Wisconsin
Choctaw Nation,34.1131442,-95.5765558,Indian
Yates County,42.6444444,-77.112177,New York
Union County,37.4616454,-89.2504793,Illinois
Jasper County,41.6791308,-93.0647786,Iowa
Lee County,34.7836833,-90.7759619,Arkansas
Doña Ana County,32.32817,-106.8494235,New Mexico
Tillamook County,45.460293,-123.7266793,Oregon
Brown County,44.2350232,-94.6955051,Minnesota
Cache County,41.7042978,-111.7451159,Utah
Champaign County,40.1726987,-83.7701999,Ohio
Clay County,39.3615169,-97.1718432,Kansas
Berrien County,31.2561376,-83.2443709,Georgia
Clarendon County,33.6653463,-80.2277002,South Carolina
Adams County,40.5125798,-98.5148588,Nebraska
Poinsett County,35.5730183,-90.6717121,Arkansas
Plymouth County,41.9426657,-70.7618592,Massachusetts
Iron County,46.2178577,-88.5463241,Michigan
Brown County,38.9092542,-83.8836555,Ohio
Lucas County,41.6508446,-83.621321,Ohio
Wilcox County,31.960784,-83.4379708,Georgia
Iowa County,41.683983,-92.0612268,Iowa
Leflore County,33.5244154,-90.288095,Mississippi
Shelby County,39.8004535,-92.071021,Missouri
Wayne County,40.8615819,-81.9034617,Ohio
Sheridan County,39.3530598,-100.4576457,Kansas
Sabana Grande Municipio,18.0794738,-66.9600191,Puerto Rico
Lenawee County,41.8735258,-84.0624323,Michigan
Gilmer County,38.9268106,-80.8350098,Virginia
Kemper County,32.7307497,-88.6604179,Mississippi
Washington County,39.7887478,-97.0917391,Kansas
Cheboygan County,45.4417481,-84.4768486,Michigan
Douglas County,39.3420437,-104.9468945,Colorado
Mason County,38.5755445,-83.8118236,Kentucky
Barber County,37.2113342,-98.7033263,Kansas
Pleasants County,39.370369,-81.1545062,Virginia
Washington County,43.2294536,-73.4471343,New York
Chicot County,33.2536665,-91.3026986,Arkansas
Kearney County,40.4906216,-98.9472344,Nebraska
Allen County,37.8882168,-95.3170208,Kansas
Lake County,47.6348022,-91.4394994,Minnesota
McCone County,47.5823259,-105.8467942,Montana
Jackson County,42.1420382,-90.5480067,Iowa
Orleans County,44.8708524,-72.2565721,Vermont
Yuma County,40.0163487,-102.458253,Colorado
Irion County,31.2931196,-100.980073,Texas
Custer County,46.2426088,-105.5692958,Montana
Portage County,41.1496775,-81.2082,Ohio
Vernon County,43.5811229,-90.8231247,Wisconsin
Dorchester County,33.0756291,-80.3431133,South Carolina
Cheyenne River Indian Reservation,44.9881665,-101.212483646362,South Dakota
DeKalb County,41.3991456,-85.001244,Indiana
Hamilton County,42.382945,-93.7083849,Iowa
Mineral County,47.1330265,-114.9202341,Montana
Camuy Municipio,18.4838596,-66.8449104,Puerto Rico
Greenwood County,37.8709542,-96.2471338,Kansas
Iredell County,35.8101636,-80.8805593,North Carolina
Howard County,43.3353641,-92.3230007,Iowa
Mecklenburg County,35.2356385,-80.8139485,North Carolina
Nelson County (1790),37.7755351,-78.8973622,Virginia
Onondaga County,43.015598,-76.2257127,New York
Alachua County,29.675568,-82.3640109,Florida
Orange County,41.3873306,-74.2507287,New York
Clay County,38.4460004,-81.0718148,Virginia
Marshall County,41.0324537,-89.2998456,Illinois
Hettinger County,46.4448014,-102.4167046,North Dakota
Butte County,39.6519275,-121.5858444,California
Nye County,38.3544843,-116.4069616,Nevada
Robeson County,34.6485079,-79.0954942,North Carolina
Choctaw County,31.9908095,-88.2821326,Alabama
Utah County,40.0881195,-111.6238946,Utah
Hartley County,35.8418438,-102.6145811,Texas
Richmond County,33.385076,-82.092079585307,Georgia
Wyoming County,41.5179097,-76.019111,Pennsylvania
Warren County,36.9812407,-86.4233533,Kentucky
Winnebago County,44.0697014,-88.6516527,Wisconsin
Midland County,43.634525,-84.3840821,Michigan
Tyler County,39.4552913,-80.8682493,West Virginia
Lincoln County,44.1137571,-69.5351337,Maine
Modoc County,41.5450487,-120.7435998,California
Pondera County,48.2443094,-112.1206742,Montana
Doddridge County,39.2632436,-80.7299566,West Virginia
Johnson County,35.5600697,-93.4550108,Arkansas
Boone County,41.7103804,-98.0544842,Nebraska
Sanborn County,44.0089691,-98.0834349,South Dakota
Douglas County,43.1922115,-123.1135963,Oregon
Lanier County,31.029016,-83.0768357,Georgia
White County,38.0632329,-88.1577725,Illinois
Cannon County,35.8044159,-86.0512075,Tennessee
Union County,45.2680014,-118.0257466,Oregon
Pike County,39.548248,-91.153628,Mississippi
Sumter County,32.5234698,-88.1837986,Alabama
Tulare County,36.2516475,-118.852583,California
Wexford County,44.3353211,-85.5741088,Michigan
Sutton County,30.5672947,-100.6432359,Texas
Winneshiek County,43.2677179,-91.8563139,Iowa
Little River County,33.6968793,-94.2065398,Arkansas
Steele County,47.4413054,-97.7450372,North Dakota
Sullivan County,40.1993002,-93.1140993,Missouri
Fannin County,33.5372542,-96.0902822,Texas
Fond du Lac County,43.7533414,-88.4493796,Wisconsin
Loving County,31.8364044,-103.5663536,Texas
Kent County,39.2587546,-76.1038454,Maryland
Hendricks County,39.7565309,-86.5173641,Indiana
Amelia County,37.3319664,-78.008448,Virginia
Lincoln County,33.7525727,-105.4158806,New Mexico
Monroe County,39.494421,-91.9896892,Missouri
Lassen County,40.7685579,-120.730998,California
Washington County,39.5893502,-77.710254,Maryland
Worcester County,42.3680019,-71.9220228,Massachusetts
Attakapas Parish,29.8918702,-91.0912117,Louisiana
Carroll Parish,32.0787716,-93.3915622,Louisiana
Cloud County,39.4850226,-97.6705137,Kansas
Stanley County,44.4189684,-100.802728,Dakota
Whitley County,41.1238216,-85.5035187,Indiana
Van Buren County,36.9956066,-91.0145714,Missouri
Fredericksburg city,38.2967927,-77.483409,Virginia
Madison County,32.6308679,-90.0040817,Mississippi
Houston County,36.2696163,-87.7406571,Tennessee
Hyde County,44.5103405,-99.4936719,South Dakota
Lafayette County,29.9978185,-83.2221527,Florida
Woodford County,38.1131886,-77.4088708,Virginia
McCracken County,37.0335839,-88.7107201,Kentucky
Pendleton County,38.6914606,-84.3689142,Kentucky
Grayson County,37.4537437,-86.3389464,Kentucky
Iosco County,44.3501989,-83.6582168,Michigan
Phelps County,37.913292,-91.8168126,Missouri
Sierra County,33.1165937,-107.2569421,New Mexico
Logan County,41.5590057,-100.5030548,Nebraska
Manistee County,44.3308044,-86.0262043,Michigan
Des Moines County,40.9195431,-91.1971044,Iowa
Madison County,30.9551586,-95.9507234,Texas
Allen Parish,30.6558242,-92.8598049,Louisiana
Lee County,41.7459056,-89.2888533,Illinois
Mercer County,47.3347663,-101.8650031,North Dakota
Clark County,34.0541966,-93.198963,Arkansas
Marion County,34.1128132,-87.8544031,Alabama
Pickering County,32.158775,-90.092944,Mississippi
Hancock County,39.8127873,-85.7874738,Indiana
Alleghany County,36.5029951,-81.1340843,North Carolina
Fisher County,32.7090882,-100.3811922,Texas
Lewis County,45.6907067,-117.0946015,Oregon
Cass County,40.9017313,-96.1922102,Nebraska
Kent County,41.6722912,-71.602762,Rhode Island
Gogebic County,46.403433,-89.6626791,Michigan
San Juan Municipio,-11.1844302,-67.0831887,Puerto Rico
St. Joseph County,41.9031963,-85.5356726,Michigan
Dallas County,41.6744179,-94.0394437,Iowa
Lubbock County,33.5831241,-101.818598,Texas
Union County,34.9795158,-80.5128209,North Carolina
Adams County,41.0161621,-94.6850186,Iowa
Cape Girardeau County,37.3020491,-89.5381356,Louisiana
Coahoma County,34.1931314,-90.5653906,Mississippi
Scioto County,38.823448,-83.017141,Ohio
Lake of the Woods County,48.7032282,-94.8480091,Minnesota
Jasper County,39.0082423,-88.1552371,Illinois
Union County,34.6941696,-81.642794,South Carolina
St. Clair County,38.4616972,-89.9324347,Illinois
Union County,41.015699,-94.2472694,Iowa
Miner County,44.0129518,-97.6043451,South Dakota
Guayama Municipio,17.9852036,-66.113567,Puerto Rico
Trumbull County,41.3068487,-80.7661017,Ohio
Beauregard Parish,30.6144496,-93.3416829,Louisiana
Walton County,33.762884,-83.740416,Georgia
Cass County (old),33.0560857,-94.3510366,Texas
Josephine County,42.3554368,-123.5602707,Oregon
Shelby County,33.2503347,-86.6639746,Alabama
Ramsey County,48.2426199,-98.7062419,North Dakota
Rock County,42.6654418,-89.081772,Wisconsin
Sully County,44.7173891,-100.0690149,South Dakota
Rush County,39.6220357,-85.4731911,Indiana
Chester County,35.4265564,-88.6009817,Tennessee
Franklin County,37.9765409,-88.9335327,Illinois
Cape Girardeau County,37.3998985,-89.6918025,Missouri
Clifton Forge City,37.8162324,-79.8245002,Virginia
Madison County (1790),38.4114615,-78.2846634,Virginia
Licking County,40.1318041,-82.4627856,Ohio
Barton County,37.5040024,-94.3620755,Missouri
King and Queen County,37.7196754,-76.8794158,Virginia
Cottle County,34.0573118,-100.283259,Texas
Fulton County,36.5577082,-89.102082,Kentucky
Camden County,39.8014709,-74.968553,New Jersey
St. Charles Parish,29.8883177,-90.3794968,Louisiana
Washington County,45.5601883,-123.0587907,Oregon
Chester County,34.6859896,-81.1545073,South Carolina
Franklin Parish,32.1254252,-91.6778053,Louisiana
Yellowstone National Park,43.5175323,-112.0044837,Idaho
Pittsylvania County,36.8121678,-79.4364106,Virginia
Mitchell County,43.342033,-92.7840209,Iowa
Wheeler County,41.8998069,-98.5309487,Nebraska
Davison County,43.6660467,-98.1383168,South Dakota
Henrico County,37.5455191,-77.4234124,Virginia
Buncombe County,35.6292222,-82.5255603,North Carolina
Lawrence County,38.6065461,-82.5702511,Ohio
Walthall County,31.1241919,-90.1197687,Mississippi
Jayuya Municipio,18.2188704,-66.5923697,Puerto Rico
Codington County,44.9695646,-97.1976513,Dakota
Poweshiek County,41.6816512,-92.5435034,Iowa
Chippewa County,45.0740585,-91.2947258,Wisconsin
Nemaha County,40.3837713,-95.8518344,Nebraska
Bannock County,42.6936188,-112.2506044,Idaho
Camas County,43.4064019,-114.8070143,Idaho
Fauquier County,38.7513714,-77.8141221,Virginia
Knox County,36.8934427,-83.8545725,Kentucky
Boone County,38.0093296,-81.7013559,Virginia
Kent County,39.1156908,-75.4841394,Delaware
Auglaize County,40.5942186,-84.2641951,Ohio
Ransom County,46.4519081,-97.6903091,Dakota
Scotland County,34.8628902,-79.4903372,North Carolina
Harrison County,38.1816187,-86.1066917,Indiana
Austin County,29.8916488,-96.2443467,Texas
Carson County,35.3636563,-101.3353895,Texas
Canóvanas Municipio,18.3791932,-65.9010221,Puerto Rico
Tishomingo County,34.7238634,-88.2268403,Mississippi
Golden Valley County,46.9317944,-103.8668414,North Dakota
Fountain County,40.125252,-87.2497418,Indiana
Pipestone County,44.0270012,-96.2566582,Minnesota
Warren County,40.8442828,-90.6168408,Illinois
Cass County,47.0234117,-94.3454604,Minnesota
Dale County,31.3940969,-85.623763,Alabama
Sauk County,43.4401728,-89.9653841,Wisconsin
Mandan County,46.826415,-100.889704,Dakota
Graves County,36.7244966,-88.6569094,Kentucky
Scott County,38.4584915,-100.9336244,Kansas
Pike County,34.1435885,-93.6428966,Arkansas
Claiborne Parish,32.8218607,-93.0097229,Louisiana
Aroostook County,46.6847962,-68.4701132,Maine
East Baton Rouge Parish,30.5254797,-91.0899217,Louisiana
Hamlin County,44.6754502,-97.2005816,Dakota
Shenandoah County,38.856559,-78.5890893,Virginia
Audrain County,39.2226625,-91.8467268,Missouri
Antrim County,44.9947369,-85.1133189,Michigan
Washington County,41.3160082,-91.7340327,Iowa
Mower County,43.6832277,-92.753704,Minnesota
San Saba County,31.122268,-98.8397049,Texas
Russell County,32.2698458,-85.1959487,Alabama
Chaffee County,38.7413025,-106.1825012,Colorado
Thayer County,40.1682672,-97.6348188,Nebraska
Hockley County,33.5714311,-102.3110415,Texas
Sherman County,36.2452294,-101.8858689,Texas
San Juan County,48.5443087,-122.9919497,Washington
Washington County,39.9017011,-103.1521676,Colorado
Campbell County,44.2901944,-105.5472359,Georgia
Thurston County,42.1837827,-96.5394986,Nebraska
Mason County,47.3429635,-123.1822758,Washington
Catahoula Parish,31.7294681,-91.8487107,Louisiana
Winnebago Reservation,42.2355278,-96.4725075,Nebraska
Bamberg County,33.2130154,-81.0166235,South Carolina
Cecil County,39.5729428,-75.9381806,Maryland
Humphreys County,33.1282074,-90.5408182,Mississippi
Davidson County,36.189724,-86.7857862,Tennessee
Sumner County,33.9709464,-90.3687028,Mississippi
Covington County,31.6143213,-89.5278045,Mississippi
Clay County,43.0809373,-95.1407762,Iowa
Mills County,41.0171392,-95.6087477,Iowa
Kingsbury County,44.3631469,-97.4882433,Dakota
Dorn County,39.152008,-95.674469,Kansas
Grant County,42.8855277,-90.6991696,Wisconsin
Coleman County,31.7766863,-99.4461098,Texas
Ouachita County,33.5680929,-92.9355875,Arkansas
Clay County,35.0572652,-83.7324509,North Carolina
Cedar County,37.7084225,-93.861222,Missouri
Grafton County,43.9702453,-71.8742626,New Hampshire
Douglas County,45.9340479,-95.4627651,Minnesota
Dodge County,41.58577,-96.6789773,Nebraska
Taylor County,32.2793121,-99.8812612,Texas
Dawes County,42.71723,-103.1216528,Nebraska
Yakima County,46.4135961,-120.730253,Washington
Luna County,32.1345966,-107.7682754,New Mexico
Bell County,31.0081659,-97.4314413,Texas
Walker County,33.7804491,-87.2767248,Alabama
Crittenden County,37.3600974,-88.0885106,Kentucky
Bourbon County,37.8485797,-94.8679591,Kansas
McCook County,43.6719795,-97.37153,South Dakota
El Dorado County,38.7574137,-120.5276129,California
Clearfield County,40.9908706,-78.4457422,Pennsylvania
Lake County,39.2056525,-106.342801,Colorado
Jefferson County (1790),39.2954767,-77.8782587,Virginia
Elkhart County,41.6012796,-85.8590603,Indiana
East Feliciana Parish,30.8462165,-91.0405799,Louisiana
Kenton County,38.9252546,-84.5331967,Kentucky
Evans County,32.1613648,-81.8980725,Georgia
Campbell County,45.7560544,-100.0441548,South Dakota
Lee County,34.265749,-88.6913264,Mississippi
Lawrence County,37.1036975,-93.8535681,Missouri
Kittson County,48.7709208,-96.8074141,Minnesota
Perkins County,45.5288022,-102.5053545,South Dakota
Mecklenburg County,36.6798483,-78.314746,Virginia
Wayne County,36.7822106,-84.8250848,Kentucky
Lee County,40.6524894,-91.507313,Iowa
Hunt County,33.1161567,-96.0808922,Texas
Clinch County,30.8938781,-82.6923467,Georgia
Hughes County,44.4047339,-99.946102,Dakota
Koochiching County,48.221596,-93.7684251,Minnesota
Stanislaus County,37.5500871,-121.0501425,California
Suffolk County,42.3544455,-70.9788771,Massachusetts
Spotsylvania County,38.1880936,-77.6741751,Virginia
Kane County,41.923434,-88.4248315,Illinois
Alfalfa County,36.7201825,-98.3087911,Oklahoma
Phillips County,48.3541037,-107.9275256,Montana
Jones County,43.9667174,-100.6853793,South Dakota
Hansford County,36.2563401,-101.3621472,Texas
Hughes County,35.0458435,-96.2749675,Oklahoma
Deuel County,44.7554353,-96.671551,Dakota
Monroe County,37.5585821,-80.5192225,Virginia
Bristol Bay Borough,58.7370341,-156.8753867,Alaska
Pine Ridge Indian Reservation,43.43268955,-102.114798397644,South Dakota
Henry County,38.447983,-85.1191168,Kentucky
Pottawatomie County,35.1783637,-96.969909,Oklahoma
Pope County,37.3933531,-88.5904425,Illinois
Rockdale County,33.6430283,-84.0322064,Georgia
Adair County,37.0954558,-85.289922,Kentucky
Brown County,39.1682855,-86.2297004,Indiana
Clark County,44.2761996,-112.361997,Idaho
Randolph County,33.2651763,-85.4693961,Alabama
Franklin County,36.1028596,-78.2787229,North Carolina
Cascade County,47.3271465,-111.3281242,Montana
Harford County,39.548545,-76.3048991,Maryland
Garfield County,39.5462048,-107.8776144,Colorado
Nansemond County,36.7670938,-76.5307823,Virginia
Stephenson County,42.3503474,-89.6735637,Illinois
Wilson County,37.5692118,-95.7452639,Kansas
Marathon County,44.8914036,-89.7748098,Wisconsin
Washington County,43.3734986,-88.2370888,Wisconsin
Greeley County,41.5595746,-98.5300914,Nebraska
Cape May County,39.1765386,-74.8012119,New Jersey
Cuming County,41.9233919,-96.7921475,Nebraska
Oneida County,42.1628627,-112.5703083,Idaho
Benton County,32.3068054,-86.8177608,Alabama
Howard County,44.010807,-97.526736,Dakota
Renville County,48.6579169,-101.7009103,North Dakota
Pembina County,48.7530787,-97.5532833,North Dakota
Allamakee County,43.2961731,-91.3961856,Iowa
Christian County,36.8778665,-87.5014545,Kentucky
Price County,45.676627,-90.368792,Wisconsin
Cheyenne County,38.8307233,-102.6177692,Colorado
Queens County,40.6524927,-73.7914214158161,New York
Barbour County,31.8589311,-85.4032078,Alabama
Saginaw County,43.3326882,-84.0468403,Michigan
Charles City County,37.3705777,-77.0605098,Virginia
Taylor County,45.2057106,-90.4915874,Wisconsin
Madera County,37.1716264,-119.7737991,California
Elk County,37.4619149,-96.2528451,Kansas
Cumberland County,43.8506432,-70.4001498,Maine
Lancaster County,40.7768326,-96.7111039,Nebraska
Gates County,36.4412509,-76.6944133,North Carolina
Middlesex County,42.485452,-71.3968261,Massachusetts
Gladwin County,43.9747774,-84.3873235,Michigan
Beltrami County,47.9978537,-94.8799011,Minnesota
La Crosse County,43.8890516,-91.0902393,Wisconsin
Jefferson County,38.8166724,-85.4299489,Indiana
Bingham County,43.1881598,-112.3598354,Idaho
Carter County,34.2330314,-97.2789479,Oklahoma
Madison County,35.8482034,-82.6931063,North Carolina
Sequoyah County,35.5035863,-94.7360577,Oklahoma
Marion County,32.3473263,-84.5282597,Georgia
Hillsborough County,42.9373379,-71.751376,New Hampshire
La Paz County,33.7923828,-114.0184443,Arizona
Ste Genevieve County,37.88958,-90.1856637,Missouri
Granville County,36.3210127,-78.6593963,North Carolina
Cataño Municipio,18.4409789,-66.1191891,Puerto Rico
Preble County,39.8125011,-84.6411162,Ohio
Rives County,36.0936798,-90.0134243,Missouri
Oconee County,33.829579,-83.4275918,Georgia
Randolph County,38.8085998,-79.872531,West Virginia
Webster County,38.4844995,-80.4289537,West Virginia
Sac County,42.3797854,-95.0825306,Iowa
Mille Lacs County,45.9311972,-93.640356,Minnesota
Toole County,48.6771309,-111.7312844,Montana
Morrow County,40.4574358,-82.7771661,Ohio
Indian River County,27.7041555,-80.5894422,Florida
Clark County,44.8684319,-97.7431382,Dakota
Sarasota County,27.1813609,-82.3609195,Florida
Magoffin County,37.6859873,-83.039044,Kentucky
Galax city,36.6612387,-80.9238671,Virginia
Liberty County,48.5608235,-111.0465825,Montana
Blaine County,48.4023938,-108.9664413,Montana
Crawford County,42.020579,-95.3811884,Iowa
Georgetown,38.9051994,-77.062785,District Of Columbia
Dawson County (1860),32.7410762,-101.9576048,Texas
Marion County,36.2378521,-92.6999559,Arkansas
Washington County,37.2393471,-113.525776,Utah
Boyd County,42.916011,-98.7614212,Nebraska
Noble County,36.2865636,-97.286665244815,Oklahoma
Wharton County,29.2454534,-96.2291474,Texas
Grady County,30.867067,-84.2322943,Georgia
Gilpin County,39.8586654,-105.5025219,Colorado
McPherson County,45.7350535,-99.2473056,Dakota
Tooele County,40.4062872,-113.1966394,Utah
Garfield County,36.3735486,-97.7845975,Oklahoma
Oglethorpe County,33.8702684,-83.1049381,Georgia
Monroe County,36.699465,-85.7284653,Kentucky
Lexington County,33.8986841,-81.275054,South Carolina
Park County,44.6076072,-109.5678484,Wyoming
Orleans Parish,30.0801436,-89.9319134,Louisiana
Rutherford County,35.855716,-86.4209219,Tennessee
Boone County,39.0153926,-92.3307534,Missouri
Fluvanna County,37.8488527,-78.2789994,Virginia
White County,35.2463042,-91.7169687,Arkansas
Brooks County,30.8336559,-83.5958387,Georgia
Bon Homme County,43.0067408,-97.8721324,South Dakota
Montgomery County,42.8941269,-74.4099745,New York
Middlesex County,40.4279708,-74.3963102,New Jersey
Wibaux County,46.910018,-104.2215171,Montana
Lyman County,43.9176386,-99.8581638,Dakota
Seward County,40.8695533,-97.1706676,Nebraska
Dallas County,33.9630776,-92.6853662,Arkansas
Crane County,31.4486118,-102.5163544,Texas
Montgomery County,37.1983948,-95.7628341,Kansas
Tuolumne County,38.056944,-119.9919351,California
Day County,45.3658879,-97.6152661,Dakota
Boundary County,48.7846346,-116.4339511,Idaho
Hormigueros Municipio,18.1395323,-67.1265472,Puerto Rico
Putnam County,39.6666195,-86.8374032,Indiana
Union County,42.8717888,-96.6772947,Dakota
Will County,41.4194058,-87.9994754,Illinois
Rowan County,35.6315952,-80.5171754,North Carolina
Bowman County,46.1010498,-103.5086625,North Dakota
Davie County,35.9375154,-80.5464948,North Carolina
Redwood County,44.3788613,-95.2532373,Minnesota
Wirt County,39.0287156,-81.3558282,Virginia
Macomb County,42.6741189,-82.902901,Michigan
Aleutians East Borough,55.0512443,-162.8916892,Alaska
Monroe County,41.4741792,-97.5994926,Nebraska
Carter County,38.3199171,-83.0039034,Kentucky
Jefferson County,41.1125398,-79.0163349,Pennsylvania
Haywood County,35.5456202,-82.9907823,North Carolina
Marinette County,45.3834983,-88.0409574,Wisconsin
Kleberg County,27.3983129,-97.7485096,Texas
Denver County,39.7348381,-104.9653271,Colorado
Mahaska County,41.314939,-92.6489935,Iowa
Baylor County,33.574962,-99.2000611,Texas
Val Verde County,29.9153286,-101.1284631,Texas
Linn County,44.4968904,-122.5485977,Oregon
Petersburg city,37.1924594,-77.3677408,Virginia
Bedford County,37.3123905,-79.5399003,Virginia
Warren County,43.5018687,-73.8164637,New York
Cattaraugus County,42.2234823,-78.6477096,New York
Pike County,37.4512431,-82.3855722,Kentucky
Trego County,38.9289979,-99.9130572,Kansas
Worth County,40.4684837,-94.4176406,Missouri
Alamosa County,37.5780995,-105.7890452,Colorado
Teton County,43.9133416,-110.6367905,Wyoming
Walker County,34.7418605,-85.3209686,Georgia
Rice County,44.3413376,-93.2865484,Minnesota
Amite County,31.1729865,-90.8217568,Mississippi
Baldwin County,30.5677527,-87.7324392,Alabama
Lewis County,39.0073766,-80.4923445,West Virginia
Henry County,40.9778301,-91.5511282,Iowa
Ohio County,40.0984771,-80.6109467,West Virginia
Loíza Municipio,18.4326667,-65.8798436,Puerto Rico
Malheur County,43.1023481,-117.6916892,Oregon
Grant County,41.9231444,-101.7354061,Nebraska
Clark County,37.9713791,-84.1550145,Kentucky
Dade County,34.8722084,-85.4998791,Georgia
Loudon County,35.7490023,-84.320293,Tennessee
Steuben County,42.2359045,-77.3750862,New York
Jersey County,39.0848464,-90.3303344,Illinois
Crosby County,33.5778818,-101.2855737,Texas
Garfield County,37.8018067,-111.5853156,Utah
Williams County,48.3629861,-103.4958386,Dakota
Franklin County,36.9911656,-79.8839701,Virginia
Williamsburg County,33.6442699,-79.7442135,South Carolina
Cochran County,33.5905096,-102.805677,Texas
Carroll County,36.3386737,-93.5093048,Arkansas
Surry County,36.4135582,-80.7013751,North Carolina
Garvin County,34.7258964,-97.3522579,Oklahoma
Marshall County,39.854861,-80.6616946,Virginia
Delaware County,36.4118421,-94.8069453,Oklahoma
Hamilton County,35.1755638,-85.1940792,Tennessee
Halifax County,36.747244,-78.9425634,Virginia
Schuylkill County,40.6936632,-76.2277971,Pennsylvania
Putnam County,33.3231504,-83.3414172,Georgia
Wyoming County,42.7039813,-78.2415228,New York
Worth County,43.3696764,-93.2658698,Iowa
Bland County,37.1312101,-81.1154109,Virginia
St Joseph County,41.9031963,-85.5356726,Michigan
Red Willow County,40.1686191,-100.4550901,Nebraska
Wallowa County,45.5582608,-117.1990173,Oregon
Yauco Municipio,18.0352547,-66.8487055,Puerto Rico
Clinton County,36.7190018,-85.1426047,Kentucky
St. Johns County,29.9032284,-81.4145468,Florida
Cameron County,41.4586993,-78.1931833,Pennsylvania
Ransom County,46.4519081,-97.6903091,North Dakota
Grant County,45.1690114,-96.7057561,South Dakota
Lake County,47.7142864,-114.1204325,Montana
Anne Arundel County,38.9722583,-76.573454,Maryland
Morton County,46.7244733,-101.1644543,North Dakota
Lincoln County,47.5664588,-118.3588615,Washington
Pendleton County,38.6861824,-79.3410138,West Virginia
Montgomery County,40.2154361,-75.3702305,Pennsylvania
Johnson County,44.0155638,-106.6140815,Wyoming
Jones County,31.6058959,-89.1636245,Mississippi
Burt County,41.855662,-96.3357902,Nebraska
Todd County,43.184924,-100.7438395,Dakota
Ottawa Indian Reservation,43.4416023,-86.1893753,Indian
Ector County,31.8941755,-102.5794339,Texas
Texas County,36.7390314,-101.4953594,Oklahoma
Adams County,39.8714085,-104.2701374,Colorado
Franklin County,35.5110075,-93.8864847,Arkansas
Jones County,42.1081969,-91.1427196,Iowa
Dakotah County,45.18313,-93.370842,Minnesota
Knox County,40.122723,-92.1573551,Missouri
Kansas County,37.671401,-97.315352,Kansas
Lee County,30.3031353,-96.9588587,Texas
Lackawanna County,41.4406084,-75.6260271,Pennsylvania
Harding County,35.8996832,-103.7873945,New Mexico
Knox County,42.6206698,-97.8901445,Nebraska
Emmet County,45.5064041,-84.8567966,Michigan
Ketchikan Gateway Borough,55.489748,-131.011963,Alaska
Schoolcraft County,46.1902943,-86.1833841,Michigan
Lee County,31.7620158,-84.1346212,Georgia
Jefferson County,30.3949531,-83.9326576,Florida
Monroe County,25.0405135,-80.8337157,Florida
Decatur County,30.8736613,-84.5740953,Georgia
Winkler County,31.8005913,-103.0762299,Texas
Scott County,37.0516647,-89.5523071,Missouri
Camden County,38.0323133,-92.7638327,Missouri
Carolina Municipio,-11.40808955,-67.6057294218031,Puerto Rico
Box Butte County,42.2130279,-103.0700157,Nebraska
Anderson County,38.0096811,-84.9880147,Kentucky
Benton County,36.3456186,-94.2670404,Arkansas
Luzerne County,41.1749635,-75.9695233,Pennsylvania
Lamar County,31.2109862,-89.5152337,Mississippi
Calaveras County,38.2558181,-120.4981492,California
Grundy County,40.1075648,-93.5737817,Missouri
Lyon County,38.9887898,-119.1822042,Nevada
